ID_Batch_Loop#,Artist_Name,Title,Date_Created,Medium,Size,Signed_Edition,Estimate_Range,Realized_Price,Sale,Auction_House,Sale_Date
7_735,Damien Hirst,"Skull 4, 2007",2007,etching with aquatint,36 x33 in,"Signed, From a total edition of 30","3,500 - 4,500 GBP","4,200 GBP*",Urban Contemporary,"Dreweatts, Donnington Priory","Apr. 21, 2010"
7_736,Damien Hirst,"Skull 5, 2007",2007,etching with aquatint,36 x 33 in,"Signed, From a total edition of 30","3,500 - 4,500 GBP","4,500 GBP*",Urban Contemporary,"Dreweatts, Donnington Priory","Apr. 21, 2010"
7_737,Damien Hirst,"Green Butterfly, 2008",2008,photo-etching with aquatint printed in colours,9 3/4 x 11 3/4 in,Signed,"1,800 - 2,200 GBP","2,000 GBP*",Urban Contemporary,"Dreweatts, Donnington Priory","Apr. 21, 2010"
7_738,Damien Hirst,"Red Butterfly, 2008",2008,photo-etching with aquatint printed in colours,9 3/4 x 11 3/4 in,"Signed, From a total edition of 75","1,800 - 2,200 GBP","2,000 GBP*",Urban Contemporary,"Dreweatts, Donnington Priory","Apr. 21, 2010"
7_739,Damien Hirst,"Shark, 2008",2008,Pencil on paper,11 3/4 x 16 in,Signed,"1,000 - 1,500 GBP","12,000 GBP*",Urban Contemporary,"Dreweatts, Donnington Priory","Apr. 21, 2010"
7_740,Damien Hirst,"For The Love of God, The Diamond Skull/For The Love of God, The Laugh, 2008",2008,Silkscreen print with glaze diamond dust on paper,100×75cm (39.4x29.5in),"Signed, 44/250","210,000 - 270,000 HKD",Not Sold,2010 Seoul Auction Hong Kong Sale: Modern and Contemporary Art,Seoul Auction,"Apr. 04, 2010"
7_741,Damien Hirst,"Flumequine, 2007",2007,etching in colours on Hahnemühle etching paper,"P. 1143 x 845 mm., S. 1405 x 1075 mm.","Signed, 62 from an edition of 75","10,000 - 15,000 GBP",Not Sold,"Old Master, Modern and Contemporary Prints",Christie's London,"Mar. 31, 2010"
7_742,Damien Hirst,"The Souls on Jacob's Ladder Take Their Flight: Plate 1, 2007",2007,photogravure in colours on Arches,"P. 933 x 858 mm., S. 1193 x 1075 mm.","Signed, 12 from an edition of 72","7,000 - 10,000 GBP",Not Sold,"Old Master, Modern and Contemporary Prints",Christie's London,"Mar. 31, 2010"
7_743,Damien Hirst,"The Souls on Jacob's Ladder Take Their Flight: Plate 4, 2007",2007,photogravure in colours on Arches,"P. 933 x 858 mm., S. 1190 x 1070 mm.","Signed, 12 from an edition of 72","4,000 - 6,000 GBP",Not Sold,"Old Master, Modern and Contemporary Prints",Christie's London,"Mar. 31, 2010"
7_744,Damien Hirst,"Victory over Death, 2008",2008,photogravure with handcolouring in gouache by the artist on Arches,"P. 933 x 858 mm., S. 1193 x 1075 mm.","Signed, 24 from an edition of 58","12,000 - 16,000 GBP",Not Sold,"Old Master, Modern and Contemporary Prints",Christie's London,"Mar. 31, 2010"
7_745,Damien Hirst,"Doxylamine, 2007",2007,etching in colours on Hahnemühle etching paper,"P. 430 x 585 mm., S. 813 x 935 mm.","Signed, 63 from an edition of 75","5,000 - 7,000 GBP","6,250 GBP","Old Master, Modern and Contemporary Prints",Christie's London,"Mar. 31, 2010"
7_746,Damien Hirst,"SKULL V (FROM I ONCE WAS WHAT YOU ARE, YOU WILL BE WHAT I AM), 2007",2007,Photogravure etching on Arches wove paper,plate: 933 by 858mm; 36¾ by 33¾in,"Signed, 30 from an edition of 48","3,000 - 4,000 GBP","6,875 GBP","Old Master, Modern & Contemporary Prints",Sotheby's London,"Mar. 30, 2010"
7_747,Damien Hirst,"BUTTERFLY, RED (FROM THE SOULS ON JACOB'S LADDER TAKE THEIR FLIGHT), 2007",2007,Photogravure etching printed in colours on Arches wove paper,plate: 933 by 858mm; 36¾ by 33¾in,"Signed, 13 from an edition of 72","10,000 - 15,000 GBP","12,500 GBP","Old Master, Modern & Contemporary Prints",Sotheby's London,"Mar. 30, 2010"
7_748,Damien Hirst,"BUTTERFLY, YELLOW (FROM THE SOULS ON JACOB'S LADDER TAKE THEIR FLIGHT), 2007",2007,Photogravure etching printed in colours on Arches wove paper,plate: 930 by 852mm; 36 5/8 by 33½in,"Signed, 12 from an edition of 72","5,000 - 7,000 GBP","6,250 GBP","Old Master, Modern & Contemporary Prints",Sotheby's London,"Mar. 30, 2010"
7_749,Damien Hirst,"CEPHALOTHIN, 2007",2007,Etching printed in colours on Hahnemühle wove paper,plate (diameter): 553mm; 21¾in,"Signed, 60 from an edition of 75","5,000 - 7,000 GBP","8,125 GBP","Old Master, Modern & Contemporary Prints",Sotheby's London,"Mar. 30, 2010"
7_750,Damien Hirst,"Deck chair, 2007",2007,screenprint on fabric and wood support,1054 x 535 x 914 mm.,one from an edition of 250,500 - 700 GBP,"1,375 GBP",Prints and Multiples,Christie's South Kensington,"Mar. 23, 2010"
7_751,Damien Hirst,"DOXYLAMINE, 2007",2007,Coloured aquatint etching on 350 gsm Hahnemühle paper,81.5 x 93.5 cm,"Signed, 71 from an edition of 75","6,000 - 6,500 EUR","5,400 EUR",Modern Art and Contemporary Art,Hampel Fine Art Auctions,"Mar. 23, 2010"
7_752,Damien Hirst,"Untitled (Bronze Spot Landscape), 2008",2008,screenprint with diamond dust,75 x 94.5cm (29 1/2 x 37 3/16in).,"Signed, 71 from an edition of 100","2,000 - 3,000 GBP","4,080 GBP",Vision 21,Bonhams Knightsbridge,"Mar. 17, 2010"
7_753,Damien Hirst,"For the Love of God, The Diamond Skull, 2007",2007,Silkscreen print with glazes and diamond dust on paper,100.0×74.7cm,,"10,000,000 - 20,000,000 KRW","13,500,000 KRW*",Modern & Contemporary Art Auction,Seoul Auction,"Mar. 11, 2010"
7_754,Damien Hirst,"Second Series Biopsy: M122/376, M122/377, 2008",2008,"Diptych: UV inks and household gloss, glass, flocking, scalpel blades, razor blades and religious medals on canvas",Overall: 24 × 72 in,Signed,"50,000 - 70,000 GBP",Not Sold,Contemporary Art Day Sale,Phillips London,"Feb. 13, 2010"
7_755,Damien Hirst,"Red Butterfly, 2008",2008,Colour aquatint,46 3/4 x 42 3/8 in,Signed,"20,000 - 30,000 GBP","39,650 GBP",Contemporary Art Day Sale,Phillips London,"Feb. 13, 2010"
7_756,Damien Hirst,"Oleoylsarcosine, 2008",2008,Unique two inch spot etching with 48 different coloured spots on 350gsm Hahnemühle paper,33 1/2 x 24 5/8 in,Signed,"10,000 - 15,000 GBP","22,500 GBP",Contemporary Art Day Sale,Phillips London,"Feb. 13, 2010"
7_757,Damien Hirst,"Daemon, 2007",2007,butterflies and household gloss paint on canvas in artist frame,36 x 36in. (91.4 x 91.4cm.),Signed,"300,000 - 400,000 GBP","313,250 GBP",Post War & Contemporary Art Evening Auction,Christie's London,"Feb. 11, 2010"
7_758,Damien Hirst,"Cephalothin, 2007",2007,colour etching,"99,5 x 87,8 cm","Signed, 51 from an edition of 75","7,000 - 8,000 EUR",Not Sold,Modern & Contemporary Art,"Dorotheum, Vienna","Dec. 17, 2009"
7_759,Damien Hirst,"Ellipticine, 2007",2007,Etching and aquatint in colors,"84,5 x 114,3 cm (33,2 x 45 in)","Signed, 67/75","12,000 EUR","26,230 EUR",Post War / Contemporary Art,Ketterer Kunst Munich,"Dec. 12, 2009"
7_760,Damien Hirst,"Victory over Death, 2008",2008,Photogravure,"93,3 x 85,6 cm (36,7 x 33,7 in)","Signed, 25/58","15,000 EUR","15,250 EUR",Post War / Contemporary Art,Ketterer Kunst Munich,"Dec. 12, 2009"
7_761,Damien Hirst,"Untitled (Silver Spot Landscape), 2008",2008,Silkscreen,Sheet: 29.5 x 37 in; Frame: 33.75 x 41.5 in,"Signed, 39/150","5,000 - 7,000 USD","6,738 USD","Fine Art, Sculpture & Design Auction",Los Angeles Modern Auctions,"Dec. 06, 2009"
7_762,Damien Hirst,"Untitled (Bronze Spot Landscape), 2008",2008,Silkscreen with Diamond dust,Sheet: 29.5 x 37 in; Frame: 33.75 x 41.5 in,"Signed, 39/150","5,000 - 6,000 USD","5,206 USD","Fine Art, Sculpture & Design Auction",Los Angeles Modern Auctions,"Dec. 06, 2009"
7_763,Damien Hirst,"CEPHALOTHIN, 2007",2007,Colored aquatint etching on Hahnemühle paper,"99,5 x 87,7 cm","Signed, 50 from an edition of 75","7,500 - 8,000 EUR",Not Sold,Modern and Contemporary Art,Hampel Fine Art Auctions,"Dec. 04, 2009"
7_764,Damien Hirst,"Cephalothin, 2007",2007,etching printed in colours,995 x 878mm,"Signed, 67 from an edition of 75","5,000 - 7,000 GBP",Not Sold,20th Century Prints,"Dreweatts & Bloomsbury Auctions, Bloomsbury House","Dec. 03, 2009"
7_765,Damien Hirst,"Spin Skull with Clocks in Eyes, 2008",2008,Household gloss on canvas,122 x 122 cm. (48 x 48 in).,Signed,"100,000 - 150,000 GBP","145,250 GBP",Music,Phillips London,"Nov. 21, 2009"
7_766,Damien Hirst,"Beautiful Psychedelic Rays of Dancing Love Hours Spin Painting, 2008",2008,Household gloss on canvas,203.2 x 177.8 cm. (80 x 70 in).,Signed,"200,000 - 300,000 GBP","217,250 GBP",Music,Phillips London,"Nov. 21, 2009"
7_767,Damien Hirst,"Santiago de Compostella, 2007",2007,Screenprint in colors with glazes and diamond dust,S. 47 1/2 x 47 1/2 in. (120.7 x 120.7 cm),"Signed, 29 from an edition of 50","25,000 - 35,000 USD","50,000 USD",Modern & Contemporary Editions,"Phillips New York, Chelsea","Nov. 15, 2009"
7_768,Damien Hirst,"FUN LOVIN', 2008",2008,butterflies and household gloss on canvas,36 by 72 in. 91.4 by 182.9 cm.,Signed,"450,000 - 650,000 USD","542,500 USD",Contemporary Art Day Auction,Sotheby's New York,"Nov. 12, 2009"
7_769,Damien Hirst,"Beautiful Cinematic Photographic, Yin, Yang, Black and White, Life and Death Noir Painting for Tim, 2007",2007,gloss household paint on canvas,diameter: 72 in. (182.9 cm.),Signed,"250,000 - 350,000 USD","326,500 USD",Post-War & Contemporary Afternoon Session,Christie's New York,"Nov. 11, 2009"
7_770,Damien Hirst,"CEPHALOTHIN, 2007",2007,Etching printed in colors,sheet 997 by 878 mm 39 1/4 by 34 1/2 in,72 from an edition of 75,"8,000 - 12,000 USD","10,000 USD",Prints,Sotheby's New York,"Oct. 29, 2009"
7_771,Damien Hirst,"VICTORY OVER DEATH, 2008",2008,Photogravure etching with touches of hand-coloring in gouache,933 by 858 mm 36 3/4 by 33 3/4 in,"Signed, 41 from an edition of 58","15,000 - 20,000 USD","18,750 USD",Prints,Sotheby's New York,"Oct. 29, 2009"
7_772,Damien Hirst,"THE SOULS ON JACOB'S LADDER TAKE THEIR FLIGHT: ONE PLATE, 2007",2007,Photogravure etching printed in colors,932 by 852 mm 36 3/4 by 33 1/2 in,33 from an edition of 72,"10,000 - 15,000 USD",Not Sold,Prints,Sotheby's New York,"Oct. 29, 2009"
7_773,Damien Hirst,"Doxylamine, 2007",2007,Etching and aquatint in colours on wove paper,32.2 x 36.8 in.,"Signed, 68/75","6,000 EUR","6,344 EUR",Post War / Contemporary Art,Ketterer Kunst Munich,"Oct. 24, 2009"
7_774,Damien Hirst,"'The Souls on Jacob's Ladder Take Their Flight (Green)', 2007",2007,hand-inked photogravure on Velin d'Arches paper,119.6 x 108.4cm (47 1/16 x 42 11/16in),Signed,"7,200 GBP",not sold,,no auction house listed,no sale date listed
7_775,Damien Hirst,"'The Soul on Jacob's Ladder Take Their Flight (Yellow/Black)', 2007",2007,hand-inked photgravure on Velin d'Arches paper,119.6 x 108.4cm (47 1/16 x 42 11/16in),Signed,"6,000 GBP",not sold,,no auction house listed,no sale date listed
7_776,Damien Hirst,"Orange Butterfly with Red Tips, 2008",2008,Colour aquatint.,119.5 x 108 cm. (47 x 42 ½ in).,Signed,"15,000 - 20,000 GBP","22,500 GBP",Contemporary Art Day Sale,Phillips London,"Oct. 17, 2009"
7_777,Damien Hirst,"The Souls on Jacob's Ladder Take Their Flight, 2007",2007,The complete set of six colour photogravure etchings.,119.6 x 108.4 cm. (47 1/8 x 42 5/8 in).,"Signed, From a total edition of 72","35,000 - 45,000 GBP","51,650 GBP",Contemporary Art Day Sale,Phillips London,"Oct. 17, 2009"
7_778,Damien Hirst,"Second Series Biopsy: M865/303, M865/304, 2008",2008,Diptych: UV inks and household gloss on canvas with glass,Overall: 60.3 x 162.6 cm. (23 3/4 x 64 in),Signed,"60,000 - 80,000 GBP","97,250 GBP",Now: Art Of The 21st Century,Phillips London,"Sep. 26, 2009"
7_779,Damien Hirst,"Purple Butterfly, 2008",2008,Colour aquatint,118 x 107 cm. (46 1/2 x 42 1/8 in),Signed,"15,000 - 20,000 GBP","23,750 GBP",Now: Art Of The 21st Century,Phillips London,"Sep. 26, 2009"
7_780,Damien Hirst,"Two works: (i) For the Love of God, Laugh; (ii) The Diamond Skull, 2007",2007,Screenprints with diamond dust,Each: 99.7 x 74.3 cm. (39 1/4 x 29 1/4 in),"Signed, From a total edition of 250","10,000 - 15,000 GBP","7,500 GBP",Now: Art Of The 21st Century,Phillips London,"Sep. 26, 2009"
7_781,Damien Hirst,"THE SOULS ON JACOB'S LADDER TAKE THEIR FLIGHT, PLATE 02, 2007",2007,Etching with aquatint printed in colours,36¾ by 33¾in,"Signed, 13 from an edition of 72","7,000 - 9,000 GBP","13,125 GBP",Modern and Contemporary Prints,Sotheby's London,"Sep. 24, 2009"
7_782,Damien Hirst,"A Pair of Deck Chairs, 2007",2007,screenprints in colours on fabric with wood support,1300 x 530 x 45 mm. (each) (2),,"1,000 - 1,500 GBP","1,000 GBP",Prints & Multiples,Christie's South Kensington,"Jul. 01, 2009"
7_783,Damien Hirst,"Skate decks, 2008",2008,no medium listed,31 1/2 x 7 11/16in,,"1,440 GBP",not sold,,no auction house listed,no sale date listed
7_784,Damien Hirst,"Guardian, 2007",2007,"gloss household paint, metallic paint and butterflies on canvas in artist frame",60¼ x 59½in.,Signed,"250,000 - 350,000 GBP","301,250 GBP",Post-War and Contemporary Art Evening Auction,Christie's London,"Jun. 30, 2009"
7_785,Damien Hirst,"Orange Butterfly, 2008",2008,Colour aquatint,46 3/4 x 42 3/4 in,Signed,"15,000 - 20,000 GBP","37,250 GBP",Contemporary Art Day Sale,Phillips London,"Jun. 29, 2009"
7_786,Damien Hirst,"Victory Over Death (Diamond Skull), 2008",2008,Photogravure etching with unique handcolouring and gouache,47 1/4 x 42 5/8 in,"Signed, From a total edition of 58","12,000 - 18,000 GBP",Not Sold,Contemporary Art Day Sale,Phillips London,"Jun. 29, 2009"
7_787,Damien Hirst,"Beautiful Lazarides Inc. Auction Spinny Thingy Where Will It All End, Money For Old Rope, Buy This You Bugger, Its Got Kline Blue Bloody Splashes In It For Fuck's Sake, Love You Really Painting (with xxxxx), 2007",2007,Household gloss paint on canvas.,48 x 48 in,Signed,"100,000 - 150,000 GBP","193,250 GBP",Contemporary Art Evening Sale,Phillips London,"Jun. 29, 2009"
7_788,Damien Hirst,"Flumequine, 2007",2007,Etching and aquatint in colours on wove paper,55.1 x 42.3 in.,"Signed, 53/75","12,000 EUR","14,640 EUR",Post War / Contemporary Art,Ketterer Kunst Munich,"Jun. 20, 2009"
7_789,Damien Hirst,"Butterfly, 2007",2007,colour etching and aquatint on paper,119.4 x 107.4 cm,Signed,"15,000 - 25,000 CHF","13,200 CHF*",PostWar & Contemporary,Koller Zurich,"Jun. 19, 2009"
7_790,Damien Hirst,"Cephalothin, 2007",2007,Color etching on 350 gsm Hahnemuehle white wove paper,550 mm; 21 3/4 inches (diameter),"Signed, 53 from an edition of 75","8,000 - 12,000 USD",Not Sold,American Art/ Contemporary Art,Swann Auction Galleries,"Jun. 04, 2009"
7_791,Damien Hirst,"Happy Head, 2007",2007,Gloss household paint on resin skull with metal hardware. ,7 x 4 1/2 x 6 1/8 in. (17.8 x 11.4 x 15.6 cm).,,"60,000 - 80,000 USD",Not Sold,Contemporary Art Part II,"Phillips New York, Chelsea","May. 15, 2009"
7_792,Damien Hirst,"For The Love of God, The Diamond Skull, For The Love of God, The Laugh, 2008",2008,Silkscreen print with glaze diamond dust on paper,100×75cm (39.4x29.5in),Signed,"220,000 - 280,000 HKD","259,600 HKD",2009 Seoul Auction Hong Kong Sale - Modern & Contemporary Art,Seoul Auction,"May. 15, 2009"
7_793,Damien Hirst,"Tranquility, 2008",2008,Butterflies and household gloss on canvas,231.6×323×13cm (91.2x127.2x5.1in),Signed,"13,692,000 HKD",not sold,,no auction house listed,no sale date listed
7_794,Damien Hirst,"Happy Head with Base No. 4, 2007",2007,gloss household paint on resin skull and wooden base,10 x 8¾ x 8¾ in. (25.4 x 22.2 x 22.2 cm.),Signed,"50,000 - 70,000 USD","56,250 USD",POST-WAR AND CONTEMPORARY ART AFTERNOON SALE,Christie's New York,"May. 14, 2009"
7_795,Damien Hirst,"Butterfly/small green, 2007",2007,Etching and aquatint,"119 x 107,5 cm (46,8 x 42,3 in)","Signed, 33/72","6,000 EUR","7,320 EUR",Post War/Contemporary Art,Ketterer Kunst Munich,"Apr. 29, 2009"
7_796,Damien Hirst,"Cephalotin, 2007",2007,Etching and aquatint in colours,"96,2 x 87,5 cm (37,8 x 34,4 in)","Signed, 66/75","7,500 EUR","9,150 EUR",Post War/Contemporary Art,Ketterer Kunst Munich,"Apr. 29, 2009"
7_797,Damien Hirst,"Skull II, 2007",2007,Etching and aquatint,"119 x 108 cm (46,8 x 42,5 in)","Signed, 33/48","4,800 EUR","6,100 EUR",Post War/Contemporary Art,Ketterer Kunst Munich,"Apr. 29, 2009"
7_798,Damien Hirst,"Deck Chair, 2007",2007,screenprint in colours on fabric with wood support,1300 x 530 x 45 mm,edition of 250,"1,000 - 1,500 GBP","1,000 GBP",BRITISH PRINTS,Christie's South Kensington,"Apr. 09, 2009"
7_799,Damien Hirst,"The Souls on Jacob’s Ladder Take their Flight, 2007",2007,Etching,"119.4×106.7cm , 47.0×42.0in",54/72,"20,000,000 - 25,000,000 KRW",Not Sold,Modern & Contemporary Art Auction,Seoul Auction,"Mar. 26, 2009"
7_800,Damien Hirst,"Happy Head, 2007",2007,Gloss household paint on resin skull. ,7 x 4 1/2 x 6 1/8 in. (17.8 x 11.4 x 15.6 cm).,,"60,000 - 80,000 USD","80,500 USD",Under the Influence,"Phillips New York, Chelsea","Mar. 09, 2009"
7_801,Damien Hirst,"Blue Butterfly, 2008",2008,Colour aquatint.,108.5 x 120 cm. (42 3/4 x 47 1/4 in).,,"15,000 - 20,000 GBP","31,250 GBP",Contemporary Art Day Sale,Phillips London,"Feb. 13, 2009"
7_802,Damien Hirst,"Happy Head with Base, 2007",2007,household gloss paint on resin skull and wooden base,10 x 8¾ x 8¾in. (25.4 x 22.2 x 22.2cm.),"Signed, edition of ten","30,000 - 40,000 GBP","73,250 GBP",POST-WAR & CONTEMPORARY ART,Christie's South Kensington,"Dec. 11, 2008"
7_803,Damien Hirst,"Beautiful Artemis Thor Neptune Odin Delusional Sapphic Inspirational Hypnosis Painting, 2007",2007,Gloss household paint on canvas.,96 x 240 in. (243.8 x 609.6 cm).,,"3,000,000 - 4,000,000 USD",Not Sold,Contemporary Art Part I,"Phillips New York, Chelsea","Nov. 13, 2008"
7_804,Damien Hirst,"Happy Head No. 7, 2007",2007,Gloss household paint on resin skull and wooden base.,9 1/2 x 9 x 9 1/2 in.(24.1 x 22.9 x 24.1 cm).,,"70,000 - 90,000 USD","116,500 USD",Contemporary Art Part I,"Phillips New York, Chelsea","Nov. 13, 2008"
7_805,Damien Hirst,"Afterworld, 2007",2007,butterflies and household gloss enamel on canvas,diameter: 48 in. (121.9 cm.),Signed,"900,000 - 1,200,000 USD","902,500 USD",POST-WAR AND CONTEMPORARY ART AFTERNOON SALE,Christie's New York,"Nov. 13, 2008"
7_806,Damien Hirst,"Midas of Phrygia, FullFormat:,year,2007","FullFormat:,year,2007",butterflies and household gloss on canvas,Diameter: 60 in. 152.4 cm.,,"1,200,000 - 1,500,000 USD","1,082,500 USD",Contemporary Art Evening Sale,Sotheby's New York,"Nov. 11, 2008"
7_807,Damien Hirst,"Doxylamine, 2007",2007,Etching and aquatint in colours,"43,2 : 58,6 cm (17 : 23 in) 81,7 x 93,7 cm (32,1 x 36,8 in)","Signed, 50/75","8,500 - 9,945 EUR","10,370 EUR",Modern Art & Postwar Art,Ketterer Kunst Munich,"Oct. 25, 2008"
7_808,Damien Hirst,"Doxylamine, 2007",2007,etching and aquatint in colours,"32,1 x 36,8 in","Signed, 50/75","8,500 EUR","10,370 EUR",Modern Art/Post War,Ketterer Kunst Hamburg,"Oct. 24, 2008"
7_809,Damien Hirst,"Deckchair, 2007",2007,screenprint on fabric deck chair,,one from an edition of 250,500 - 700 GBP,"3,120 GBP",Vision 21,Bonhams Knightsbridge,"Oct. 22, 2008"
7_810,Damien Hirst,"'Cephalothin', 2007",2007,"etching with aquatint, on Hahnemühle paper",39 3/16 x 34 9/16in,"Signed, 66 from an edition of 75","7,000 - 10,000 GBP",Not Sold,Vision 21 Evening sale,Bonhams New Bond Street,"Oct. 22, 2008"
7_811,Damien Hirst,"The Broken Dream, FullFormat:,year,2008","FullFormat:,year,2008","foal's head, glass, gold-plated steel, knife, silicone, resin and formaldehyde solution",92.9 by 104.8 by 74.3cm.; 36 5/8 by 41 1/4 by 29 1/4 in.,,"600,000 - 800,000 GBP","505,250 GBP",Damien Hirst - Beautiful Inside My Head Forever (Day Sale),Sotheby's London,"Sep. 16, 2008"
7_812,Damien Hirst,"The Immaculate Heart - Sacred, FullFormat:,year,2008","FullFormat:,year,2008","bull's heart, acrylic, steel, dagger, dove wings, silver barbed wire and formaldehyde solution with steel plinth",91.5 by 61 by 29.2cm.; 36 by 24 by 11 1/2 in. (alt: overall including plinth: 193.1 by 86.4 by 54.6cm.; 76 by 34 by 21 1/2 in.),,"150,000 - 200,000 GBP","313,250 GBP",Damien Hirst - Beautiful Inside My Head Forever (Day Sale),Sotheby's London,"Sep. 16, 2008"
7_813,Damien Hirst,"Beautiful Blinding Spin, FullFormat:,year,2008","FullFormat:,year,2008",household gloss on cloth,cloth size: 64 by 40cm.; 25 1/4 by 15 3/4 in.,,"30,000 - 40,000 GBP","34,850 GBP",Damien Hirst - Beautiful Inside My Head Forever (Day Sale),Sotheby's London,"Sep. 16, 2008"
7_814,Damien Hirst,"Beautiful Dominatrix Spin, FullFormat:,year,2008","FullFormat:,year,2008",household gloss on cloth,cloth size: 64 by 40cm.; 25 1/4 by 15 3/4 in.,,"30,000 - 40,000 GBP","43,250 GBP",Damien Hirst - Beautiful Inside My Head Forever (Day Sale),Sotheby's London,"Sep. 16, 2008"
7_815,Damien Hirst,"Beautiful Noshing Spin, FullFormat:,year,2008","FullFormat:,year,2008",household gloss on cloth,cloth size: 64 by 40cm.; 25 1/4 by 15 3/4 in.,,"30,000 - 40,000 GBP","51,650 GBP",Damien Hirst - Beautiful Inside My Head Forever (Day Sale),Sotheby's London,"Sep. 16, 2008"
7_816,Damien Hirst,"Beautiful Firefly Spin, FullFormat:,year,2008","FullFormat:,year,2008",household gloss on cloth,cloth size: 64 by 40cm .; 25 1/4 by 15 3/4 in.,,"30,000 - 40,000 GBP","43,250 GBP",Damien Hirst - Beautiful Inside My Head Forever (Day Sale),Sotheby's London,"Sep. 16, 2008"
7_817,Damien Hirst,"Beautiful Birthing Spin, FullFormat:,year,2008","FullFormat:,year,2008",household gloss on cloth,cloth size: 40 by 64cm.; 15 3/4 by 25 1/4 in.,,"30,000 - 40,000 GBP","30,000 GBP",Damien Hirst - Beautiful Inside My Head Forever (Day Sale),Sotheby's London,"Sep. 16, 2008"
7_818,Damien Hirst,"The Immaculate Heart - Blind, FullFormat:,year,2008","FullFormat:,year,2008","bull's heart, acrylic, gold-plated steel, dagger, dove wings, textile dye and formaldehyde solution with steel plinth",91.5 by 61 by 25.4cm.; 36 by 24 by 9 5/8 in. (alt: overall including plinth: 193.1 by 86.4 by 50.8cm.; 76 by 34 by 20in.),,"200,000 - 300,000 GBP","505,250 GBP",Damien Hirst - Beautiful Inside My Head Forever (Day Sale),Sotheby's London,"Sep. 16, 2008"
7_819,Damien Hirst,"The Incredible Journey, FullFormat:,year,2008","FullFormat:,year,2008","zebra, glass, steel, silicone and formaldehyde solution",208.6 by 322.5 by 108.8cm. (alt: 82 1/8 by 127 by 42 3/4 in.),,"2,000,000 - 3,000,000 GBP","1,105,250 GBP",Damien Hirst - Beautiful Inside My Head Forever (Day Sale),Sotheby's London,"Sep. 16, 2008"
7_820,Damien Hirst,"Killing Time, FullFormat:,year,2008","FullFormat:,year,2008","glass, steel, formica, MDF, office chair, resin, plastic, pills and watch",213.4 by 304.8 by 213.4cm. (alt: 84 by 120 by 84in.),,"400,000 - 600,000 GBP",Not Sold,Damien Hirst - Beautiful Inside My Head Forever (Day Sale),Sotheby's London,"Sep. 16, 2008"
7_821,Damien Hirst,"Sleep / Sleep Therapy Head, FullFormat:,year,2008","FullFormat:,year,2008",household gloss on plastic skull,16 by 13.5 by 20cm. (alt: 6 3/8 by 5 3/8 by 7 7/8 in.),,"15,000 - 25,000 GBP","91,250 GBP",Damien Hirst - Beautiful Inside My Head Forever (Day Sale),Sotheby's London,"Sep. 16, 2008"
7_822,Damien Hirst,"Time to Kill, FullFormat:,year,2008","FullFormat:,year,2008","glass, steel, formica, MDF, office chair, resin, plastic, paracetemol tablets, Blackberry, clock and bronze iguana",213.4 by 304.8 by 213.4cm. (alt: 84 by 120 by 84in.),,"400,000 - 600,000 GBP",Not Sold,Damien Hirst - Beautiful Inside My Head Forever (Day Sale),Sotheby's London,"Sep. 16, 2008"
7_823,Damien Hirst,"The Dream, FullFormat:,year,2008","FullFormat:,year,2008","foal, glass, steel, resin, silicone and formaldehyde solution",231 by 332.6 by 138.1cm. (alt: 91 by 131 by 54 3/8 in.),,"2,000,000 - 3,000,000 GBP","2,337,250 GBP",Damien Hirst - Beautiful Inside My Head Forever (Day Sale),Sotheby's London,"Sep. 16, 2008"
7_824,Damien Hirst,"1,6 - Hexanediamine, FullFormat:,year,2008","FullFormat:,year,2008",coloured pencil on paper (spot size one centimetre),sheet size: 123.9 by 123.9cm.; 48 3/4 by 48 3/4 in.,,"30,000 - 40,000 GBP","73,250 GBP",Damien Hirst - Beautiful Inside My Head Forever (Day Sale),Sotheby's London,"Sep. 16, 2008"
7_825,Damien Hirst,"Angel, FullFormat:,year,2008","FullFormat:,year,2008",butterflies and household gloss on paper,sheet size: 124 by 123cm.; 48 3/4 by 48 3/8 in.,,"40,000 - 60,000 GBP","235,250 GBP",Damien Hirst - Beautiful Inside My Head Forever (Day Sale),Sotheby's London,"Sep. 16, 2008"
7_826,Damien Hirst,"Die, FullFormat:,year,2008","FullFormat:,year,2008","glass, steel, office chair, glass ashtray, cigarette butts, packet of cigarettes and lighter",121.9 by 121.9 by 121.9cm. (alt: 48 by 48 by 48in.),,"300,000 - 400,000 GBP","385,250 GBP",Damien Hirst - Beautiful Inside My Head Forever (Day Sale),Sotheby's London,"Sep. 16, 2008"
7_827,Damien Hirst,"Beautiful Fantasmagoria Spin, FullFormat:,year,2008","FullFormat:,year,2008",household gloss on cloth,cloth size: 40 by 64cm.; 15 3/4 by 25 1/4 in.,,"30,000 - 40,000 GBP","30,000 GBP",Damien Hirst - Beautiful Inside My Head Forever (Day Sale),Sotheby's London,"Sep. 16, 2008"
7_828,Damien Hirst,"Beautiful Resolution Spin, FullFormat:,year,2008","FullFormat:,year,2008",household gloss on cloth,cloth size: 40 by 64cm.; 15 3/4 by 25 1/4 in.,,"30,000 - 40,000 GBP","23,750 GBP",Damien Hirst - Beautiful Inside My Head Forever (Day Sale),Sotheby's London,"Sep. 16, 2008"
